text;label
 binus! tiap hari chattan saling ngabarin dan flirting tb2 liat dia gandengan sm cewe lain;0
 binus! any directioners here/ Niall Horan stan? ada nak binus esp b27 yang mau nnton konsernyaa gaa? pls lemme know, thank you!;1
 binus! reply tweet ini jika km ingin jadi temankuu ;2
" binus! cs b25 ke atas, review dong streaming database gmn. gue sem 3 di matkul db technology kek love &amp; hate relationship gt lol";1
 binus! Ada yg tau jadwal uts keluar kapannn????;1
 Binus! Mau tanya, cara upload sertifikat di binus maya krn ikut course itu gmn y?;1
 binus! halo guys aku mau tanya dan boleh minta review tentang minor program data analytics, ui design, dan digital reformation. boleh tolong jelasin sekiranya yang dipelajarin apa aja di program tersebut terimakaziii ;1
 Binus! Minta contact SSC bandung dong, makasih;1
 binus! kakak2 b24 jurusan dkv, mau tanya dong kalian kalo magang apalagi di art studio yang fokusnya lebih ke illustrasi, cari info perusahaannya dimana ya? thank you!;1
 binus! spill quiz algoprog dong ;1
 binus! rekomendasi laptop buat interior design + bisa dipake main genshin sama hsr under 15jt pls;1
 binus! aneh gasih kalo misal kita lebih banyak temen di ukm dari pada di kelas ;1
" binus! anak cs bisa ambil magang ui/ux ga si? plis itu satu"" nya harapan gw buat dapet magang karena skill coding gw non-existent";1
 siapapun yg liat sketchbook gue di suatu ruang kelas di binus! alsut plis jangan dibuka yhhh...mau balik ambil tapi kayaknya kampus udh tutup deh semoga kau aman di situ sygku *agak takut* ;2
 suka duka jurusan ibm binus!;1
 binus! nande sonna ni sokkenai no sa, soppo muite sa, kimi no hou kara sasotta kuse ni. Ore janai nara hayaku itte yo sonna ni HIMA JANAIN DAAAA.;2
 mau nanya dong buat senior, itu kalo mau cari beasiswa buat semesteran itu cari infony dmn y? Aku denger kalo misalny mau dapet beasiswa mesti pik 3,6+ gitu sama bisa minta beasiswa pas semester brp gitu. Sama kalau ada yg tau detail beasiswa gitu minta info dong, ngeliat tagihan walaupun baru 1 bulan masuk kuliah jd nyesek. G mau jd beban buat ortu, thank you. Binus! :);2
 binus! kalo buat mundur dari proses seleksi himpunan itu bisa apa gak yaa? soalnya aku ngerasa bakal hectic banget dan takut gak sanggup.. kalau misalnya bisa bilangnya kemana yaa? tia;1
 binus! yg ambil minor beda region mo tanya dong: nanti kan bakal ada matkul minor tapi tetep ada matkul wajib dari jurusan kan, nah itu kelasnya bakal semua ditetapin di kampus yg sama ato sender harus bolak balik buat ngejar kelas minor beda region & kelas jurusan di region asal? ;1
 struggle! aku bilang cape ke ortu malah di suruh olahraga;0
 Hidup lagi capek capeknya ketemu anime di binus! ;2
 Binus! Kalau ada quiz mending ambil jatah online ga?? Fyi gw smt 3;1
 Testimoni quiz algoprog binus! ;1
 binus! apakah ada rekomendasi tempat makan enak di sekitar kemanggisan;1
 binus! Woi kok lo attractive bgt tapi agak red flag at the same time;0
 binus! guys sorry mau tanya, ini emang lagi error atau gimana yaa?;1
 binus! Arzak cs b27 mlg you're so attractive. tonight, i'm on a hunt for your whatsapp number ~Fz;2
 binus! dapet ipk diatas 3.5 gampang ga sih? tutor nya dong ka;1
 struggle! sender smt 1, msh agak bgung utk beradaptasi cara belajar di kuliahan bgtt, pls share dong terutama bagi anak yg lbh bs belajarnya di buku drpd digital, tp kalo nyatet smua ppt kan pasti waste time yaa, pls share any kind of tips hehe!! tia;2
 kalian tim Java atau C? Binus!;1
 Gw hampir 3 tahun kuliah di binus! baru tau klo di Kijang ada LKC juga ;1
 Binus! Kampus kita terkenal branding nya kampus it dan komputer. To make it more Real bisa ga benerin Websitenya biar ga ngelag/ ngedown dan kompatibel. Yok bisa yok jangan bikin emosi terus setiap mau pake platformnya.;2
 struggle! gaiss laptop ku penyok . ada yang tau gaa tempat buat benerin laptop di daerah kemanggisan atau sekitaran jakarta barat deh. trus untuk biaya nya kita kira berapa ya?? makasiiii ;1
" anak dkv, merasa insecure ga sih kalo gatau gimana cara jawab ""graphic designer kesukaan lu siapa?"" atau ""gaya desain yg lu suka gmn?"" soalnya emang GATAAAUUU aku suka desain tapi gangerti kalo temen-temenku lagi bahas yg aku sebut diatas tadi. temen-temen yg liat hasil desain atau tugas sender selama ini bilangnya sender udah ada style sendiri, tp aku sendiri BINGUNG soalnya yaaa desain aku gitu"" aja & jam terbang aku juga blm setinggi temen dkv lainnya. agak panik aja soalnya sebentar lagi enrichment tp masih mempertanyakan sebenernya gw ini anak dkv apa bukan dah binus!";1
 Binus! Halo kakak-kakak dan teman-temaan, ada yang tau gak yaa tempat print yang bisa jilid juga tapi sudah buka dari paagii? Terima kasih sebelumnyaa! ^__^;1
 binus! non binusian boleh masuk binus ga si? soapnya kadang sama satpam kek di cek binusian cardnya;1
 binus! siapa yg mau anter jemput aku dari poris, aslii naik gojek gempor jugaa trs ongkos muahal;0
 binus! klo tf pake va ke sunib buat bayar textbook, atau uang kuliah itu bisa kan? soalnya autodebet sender tuh ga ketarik2 pdhl udh linkage di binmay;1
" Binus! Mau ngerant td sender kan ke jus kode trs duduk di bagian atasnya. Nah kaki sender kan aga pegel tu jd kek sender angkat kaki sebentar gt (kyk posisi hugging knees) Nah ad bapak"" Ni sm cewe aga muda. Bapak""nya ngadep belakang trs ketawa kek ngeliatin sender gt, manggil yg cewenya smoe nunjuk"" Ke sender. Ya lngsung lah sender turunin cmn dia msh aj ngetawain sender gt. Mentang"" Sender lg maen game dikirain g keliatan. Nah nyampe rumah ternyata celana sender aga robek di bagian kelamin. Kek rada jahat gt ga si cmn diketawain tp g diksh tau gt...";0
 binus! untuk cowo yg tadi jam 7 nunggu jak 53 di anggrek, maaf yaaa;2
 kakak kakak marcom binus! kira kira smt yang sibuk dan susah itu mulai smt brp yaaa plsss;2
 binus! inisial BB, B25 jurusan MAT, yang suka makan coklat pas batuk. minimal peka bang kita udah deket lebih dari 6 bulan, masa ga ada pergerakan?? aku harus ngode apa lagi biar kamu peka, to the point? juga udah aku sampein loh ! ;0
 binus! yang tadi di kijang pakai tas ransel bmo rambut pendek gemes bgt, can i get ur instagram please?;2
 struggle! sebagai nonis kadang stress deh ngeliat cewe cakep stylenya keren pas tau nama eh muslim;0
 binus! quiz database tech di website dbprk ya?;1
 binus! buat kakak2 dan adik2 minta doa nya ya semoga B25 yang semester depan enrichment dimudahkan dan dilancarkan. khususnya yang internship karna paling banyak ambil internship, doain semoga kita bisa diterima di perusahaan yang diinginkan dan semoga konsisten kerjanya nanti. thank you semuanya semangat mid test & enrichmentnya yaa!! <3 love yall;2
 binus! uts di perkuliahan kayak uts di smp sma ga? sistemnya kayak gimana?;1
 binus! info panitia/volunteer event dong di binus/luar binus;1
 binus! kalo quiz lab telat ngumpulin jawaban di web gmn ges?? 0 kah :);1
 Binus! Kok w gk bisa upload di forum ya;1
" binus! aku baru beli parfume dari bath and body works varian champagne toast. pas sampe rumah ternyata aku kurang sreg sama baunya setelah aku cium"" kira kira ada yang minat gaa ya? aku jual 175 ajaa. aku belinya 350 seingetku di lippo";2
 Binus! pernah gak si kalian sekelompok sama orang yg selalu ngerendahin jawaban dan ujungnya dia semua yg kerjain ;0
 izin nanyaa, yang bawa mobil ke binus! kmg, itu kalo selain parkir di parkiran binus, dmn lagi yaa, tia!;1
 binus! di binus ada layanan konseling gitu ga? aku lagi butuh bgt temen cerita yang punya basic psikologi gitu lagi down bgt huhu;0
 Binus! Mutualan ig yuk;2
 binus! yang transportnya pake lrt, ada yang pernah naik di hari minggu? beroperasi ngga ya?;1
 Di binus! IISMA tuh bisa termasuk program enrichment bukan yaa?;1
 binus! any1 ada yg mau jadi tutor ngajarin basic java gue sm temen gue (b27) ga? ntar ada feenya setiap pertemuan pleaseeee ;2
 Struggle! Guys mao tanya dong kalo untuk variable tuition baru dibayar h-1 sebelum ujian itu nanti tetep eligible gak yaa buat utsnya?;1
 binus! klo contact SACS buat minta mentir bisa langsung ke ruangannya nggak ya?;1
 binus! wajar gasih kalo gapunya circle di kelas? huhu;1
 ini aku mau baru pertama kali mau tf blu bca dari livin kok ginii yaa? apa gabisa antar bank yaa? binus! ;1
 binus! dari dkv new med bisa pindah ke ca ga?;1
 binus! anak bl initial t ihacoy ;2
 binus! guys ada yang mau beli baju dari aesthete yourlife ga? harga asli sekitar 89rb kalo, gw jual 45rb aja soalnya modelnya ga cocok sm gw, reply aja ntar gw dm yaa buat foto bajunya;1
 binus! Klo administrasi menghubungi siapa? Region bandung;1
 binus! nderr surat izin ortu tuh biasanya diminta sso karna dilaksanain diluar binus atau di weekend gitu sih, bukan karna setelah diijinin trus anak orang bisa dibully ato diapa2in;0
 guys mau nanya buat kaka2 binus! kalau quiz/TM itu nilainya sama sesuai yang di online judge atau bakal di cek ulang sih nilainya bisa nambah?;1
 binus! ANY RADWIMPS FANSSS;2
 Binus! Kating di ukm kalian serem serem ga? Di ukm yang gw join kok pada gemes?? se friendly ITU dan supportif bgt nangis bgt mereka mau pada lulus soon;2
 Binus! Guys, pacaran beda agama worth it ga ya? jujur sender suka banget sama org ini, tapi sender kalo misalnya jadi sama dia terus nikah, sender gamau pindah agama, dianya yg pindah maunya;1
 binus! di kmg kalo karcis parkir ilang gimana yaa?;1
 binus! Sbnrnya uts bisa bergantung sama ppt bimay aja gasih? Sender b27;1
 binus! ad yg user laptop infinix ga? sender pengen beli laptop tpi bingung mana yg cocok;1
 binus! gimana kabarnya yang abis quiz lab hari ini? ;1
 binus! guys itu yg tanggal 1 nov - 16 itu hari tenang atau utsss guyszzzzzzzzzzzz thank u guyszzzzzz;1
 Punten binus! Teman sekelas gua ada yg mulutnya bau jahanam, dari jarak 50 cm aja udah ga enak banget ajak ngobrol, cara bilangnya gimana dah. FYI gua sama dia ngga terlalu dekat so gua ga berani...;0
 info kosan harian yang bebas dan mantep dong sekitar binus! kemanggisan;1
 cara kluar dari beelingua di bimob gmn ya binus!;1
 binus! alsut ssc yang ngelayanin cuman 2 orang but yang ngantri ada puluhan, kakaknya salah satunya juga sekalian juga ngelayanin yang online, gimana tuh ceritanya? ngantri berjam jam belum dapet giliran;0
 HHHHH cakep bgt kaka yg td di outdoor familymart binus! jem 1 siang;2
 struggle! kampus elit tissue sulit;2
 Binus! Jujur sender bukannya masalahin, tapi ortu sender cukup aware dengan privasi data jadi mereka gak mau ngasih Emang sih mungkin dari pihak binus tapi tetep serem?? Dan juga mereka agak takut anaknya kenapa napa karena sampai harus ttd surat izin. Temen temen aku yang cavis juga pada bingung huft;0
 binus! uts jurusan marcomm susah gak yaa? aku kurang bisa bahasa inggris soalnya;1
 anak binus! alsut ada yang liat case airpods kayak gini di sekitar relax corner gaa?? gaada isinya soalnya airpodsnya lagi aku pake, kalo ada yang nemu tolong reply yaa thank youu ;1
 eh tadi yang pake kaos around the fur di lobby binus! anggrek kenalan dongg :333 -cherrywaves;2
 Binus! Umur paling tua di kelas kalian berapa tahun?;1
 binus! aku bahagia bgt, akhirnya aku bisa pulang ke rumah setelah kurang lebih 4 bulanan ngekost tanpa pulang. akhirnya bisa rehat sejenak setelah cape nugas sayang binus banyak-banyak udah ngasi libur mayan panjang. lgsg gercep mesen tiket pulang ;2
 binus! aku mau ujian spss haduh takut bgtt, minta tips and tricksnya donhg!! btw aku semester 3 huhuu;1
" Binus! Ada yg free enggak ya, buat aku tanya"", aku butuh tutor yg bisa coding";1
 binus! halo rekomenin fotografer buat wisuda dong, kalau bisa yang kameranya fujifilm wkwk;1
 Binus! Tolong rekomendasiin channel yt/web/app buat belajar algoprog, tadi sender ngerasa gagal banget ga bisa ngerjain quiz lab nya, sedih banget ;1
 binus! anak bc adakah yg mau belajar bareng buat uts..;1
 binus! aku bahagia bgt, akhirnya aku bisa pulang ke rumah setelah kurang lebih 4 bulanan ngekost tanpa pulang. akhirnya bisa rehat sejenak setelah cape nugas sayang binus banyak-banyak udah ngasi libur mayan panjang. lgsg gercep mesen tiket pulang ;2
 binus! mau tanyaa, kalo gslc kita ga ke absen alias merah di attendance gimana? lapor ke dosennya atau ssc?;1
 binus! info aurell no punggung 9 udh ad cwe nya ap blm;2
 binus! kenapa gamau bersihin ya ;0
 binus! kalo beli iphone 13 sekarang masih oke ga ya untuk 3-4 tahun ke depan?;1
 Binus! Database technology pakai code editor apa?;1
 binus! Hai darren hartanto oey salam kenal;2
 Binus! Ada yang mau ikut algoratory mid exam class algoprog gaa? lumayan kalo bertiga dapet diskon ;1
 wifi binus! alsut lt4 error?;0
 binus! sender semester 1, ada rencana ngajuin cuti buat semester 2 itu bisa gak? terus bakalan ada bayaran gak?;1
 binus! ada yg mau ngajarin aku java dari awal bgt ga? aku gapaham bgt nanti ada feenya setiap pertemuan;1
 bang binus! cuman tinggal nge flush bang. Suka banget nge surprise orang ;0
 binus! how do i say i miss you so bad.. i want to text and call you again.. maybe the word i like you have not gone away even if we have part ways simply.. bcs anjir kangen bgt sama dia;0
" binus! Nyari tutor algopro nder b27 mau minta tolong kepada sepuh"" kating tercinta buat private tutor(ada biayanya kok )";1
 itu di lkc binus! kmg kalo mau tidur mending di tempat lain dah, menuhin tempat doang lu pada;0
 binus! cari jasa tutor business statistics dimana yaa butuh bgt buat uts;1
 Ini binus! 27 pada ngeluh java. Ada yang perlu bantuan? Pengen review jg hehehe;1
 binus! as a binusian with a diagnosed adhd, i can say that binus sangat tidak adhd friendly;0
 guysss ada yang liat pulpen sarasa di ruang 515 binus! bekasi gaa???;1
 binus! kita btw cewe semua;1
 sender ad buat pertanyaan di bifess dan mau coba dm tpi harus subscribe dulu. ada saran gaa selain subs? binus!;1
 binus! Rekomen fotografer buat wisuda dong, kalau bisa yang kameranya fujifilm xa3 ;1
 binus! yg nemuin flazz di lkc di kemanain weh, gw ke lkc ga ada nich katanya;1
 Binus! Kenapa balasnya cuma di react emote? Kan mau chatan lebih lama lagi;0
 Warung deket binus! Dateng dateng ngelempar sandel elu pake kaki. Meskipun di meja itu ada temenlu, ini tempat umum coy, ga sopan lu tolong otaknya dipake ya. Itu sandal/sepatu di meja btw ;0
 binus! indomaret binus jual relx ga x;1
 binus! kalo ga ikutan welpar organisasi itu sama dengan keluar ga sih?;1
 binus! kalau diabsen dosen manual dipilihnya telat, kepotong jatah absen atau ngga?;1
 binus! guys, rekomenin salon di cp atau sekitar binus kmg yang bagus buat potong rambut dong;1
 binus! PLSSS INI BIAYA APA LAGI MANA 8 JT ANJIRRRR, PAAN DAH KULIAH BAYAR MAHAL BANGET TAPI DISPENSER AIR AJA GA ADA, PARKIR MASIH BAYAR. KAYAK GINI GABISA PROTESS KAH???? ;0
 Binus! UTS Accounting for Business biasa ada teorinya ga ya? Terutama yang BC;1
 Binus! Mentoring itu ngapain ya? Temen-temen aku banyak yg mentoring gituu. Dan cara ikut mentoring gimana?;1
 binus! ada ga yg jurusan finance b26 ke atass? sender b27 mau tanya mengenai uts ;1
 another normal day at binus! alsut ;0
 binus! urus absen dimana ya? sasc kah?;1
 binus! doain dong paper sender bisa rampung, mau wisuda nih :(;0
 binus! tolongg hr ini crush gw ultahhh tp gwnya lagi jerawatan maluuuww bgtt ;2
 binus! Mohon di Binus Bekasi udh dikasih tisu buangnya yang bener dong. Tempat sampah bener2 tinggal dua langkah kok masih jorok begini ;0
" binus! Sender b27 ada quiz aslab besok. untuk kating"" atau kakak"" aslab bole spill dikit ngga bentukan quiznya apakah pertanyaan""nya ga beda jauh dari socs? Atau dia lebih susah? Dan berapa nomor ya biasanya? Mohon bantuannya ";1
 binus! Alsut lokasi lost n found itu lantau berapa ya?;1
 binus! apakah ada kakak yang berbaik hati untuk mengajarkan algopro kepada 4 anak b27 di kemanggisan :D? (desperate);0
 bisa ga sih ppt binus! gausa pake bhs ing?;0
" binus! hai kakel psikologi ad yg mau berbaik hati share notes/catatan matkul nya gaa? utk semester"" awalnyaaa heheheheh";1
 binus! kalo tau kelas nya masih dipake dan ada dosen gausah nora ngetok2 deh;0
 binus! ada yang bawa photocard holder kpop di anggrek ga sekarang? sender mau pinjem buat presentasi ;1
 Halo kakak2 binus! ada yang bisa di dm gk soal VA untuk bayar Fixed tuition fee? Ini aku bayar malah dibalikin;1
 binus! Sender udh rajin berangkatnya jam 12.40 biar nyampe tuh pas, jam pelajaran mulai 1.20. Eh ternyata masuknya jam 2.20 ;0
 binus! dicari pacar requirement : - yang mau (wajib) - cewek (opsional);2
 Binus! Kalo internship kn mesti ada LoA sm isi form registrasi. Form registrasi tuh maksudnya gimana ya?;1
 binus! anak binus alsut ada yg nemu buku catatan warna merah ga ya di kantin plis plis plis;0
 binus! komennya dimatiin krna apa yak? ;1
 hai para binus!ian yg demen koleksi hw nih, bole kali dicek tokonya hehe. Gratis ongkir kok gais . ini utk linknya atau bisa aja lgsg search Uneed Toyz di toped yaa thankyouu btw udh seizin admin ygy ;2
 binus! tanggal 18 masih ngampus gak?;1
 binus! anggrek jalanan ijo deket admisi emg boleh ngrokok?;1
 binus! kalo kita ikut virtual class, kita bisa ngga sih end zoom meet pas waktu kelas emang udah selesai? atau harus banget nunggu sampe zoom diakhirin oleh dosen sendiri? kalo yang pertama absen kita tetep keitung ngga?;1
" Binus! Ada yang bisa jelasin intinya gak ya ini sistemnya jadi gimana? aku kelewatan zoomnya :"" ";1
 binus! resto/mall deket binus kmg yg ada birthday treatnya apa aja deh???;1
 binus! RRRAAHHHH SIAPA MAU MUTUALAN TAPI KATA SEMUA TEMEN GW, GW UDAH GILA KARENA DI ENTOD MATERI UTS HAHAHAHAAH RRRRAAAHHH;0
 binus! mau ngeliat tagihan biaya kuliah di mane helep me;0
 Binus! mo nanya dong, kalo tukang potong rambut cwo yang bagus deket kampus dmn ya??;1
 brisik woy udah 20+ notif binus! ;0
 Info jamsos/comserv buat Binus! Bandung dong Kurang 5 jam lagi hopeless banget...;0
 binus! yang ada info lowker freelance or sj-an buat mahasiswa mau dong! butuh uang tambahan buat beli tiket konser nct ;2
 indomart point di binus! syahdan tuh dimana nya ya?;1
 Kakak kakak yang magang ada tips pas interview perusahaan gaa? Terutama yg psikologi mau magang di bagian HR atau training, aku deg deg an. Makasihh binus!;1
 ada yang punya foto kalender akademiknya binus! gak yaa? thanks in advance;1
 binus! kalo masalah pembayaran itu ke ssc ya?;1
 Mau cari tutor buat accounting, carinya kemana ya... clueless banget sama accounting binus! ;1
 binus! aaaaaaAAAAAA STRESS;0
 Binus! Buat nyari jamsos sama SAT kita bisa bikin acara sendiri gak sih? Kalo bisa lapor ya kemana ya klo kita mau ngajuin jamsos SAT?;1
" binus! Sender mau curhat dikit aja, aku sem. 1 kuliah & jurusan DKV. Aku ngerasa semuanya udah cukup skilled dalam bidang masing masing tapi aku sendiri bisa tapi ga hebat hebat amat gitu lho. I know intinya hrus bnyk latihan dkk cuman agak discouraged aja krn yg paling cupu di sirkel.. I feel like I'm nothing special, sedangkan temen temen aku keren"" smua :(";0
 gess, bgi binus! an klian yg ada di kmpus kijang, snder jualan es mambo lhoo. MURAH BNGET beli 2 cmn 5000an lho. MURAH BNGER DAN BISA NGILANGIN PANAS GINI2 HEHWJJWJ. Kalo maw snder di LAB PGSD ATO KANTON YAH;2
 binus! Ini di alsut ada acara apa sm smpe kpn;1
 binus! mau tanya dong yang pernah ambil kegiatan nanam pohon buat comserv tfi, kalo pas kirim proposal nya sblm kegiatannya itu sama poto pekarangan sebelum ditanam juga kah? makasii;1
 Binus! WHO WANT TO BE MY FRIENDS?!?!?!;2
 Binus! Alasan kalian lebih milih naik tangga daripd lift?;1
 binus! yang lagi di kijang ada yang punya cartridge relx lebih ga sender beli deh ;1
 binus! ada saran kursus dance kpop disekitar bekasi wngga ya? nyari yang kelasnya weekend;1
 binus! gayamu tapi sopan santun mu ;0
 Binus! Up sender butuh sarannya gimana bersikap ke temen begini;1
 binus! mau nanya untuk anak socs klo lupa submit socs lab itu nilainya auto 0 kah??? klo kita submit telat apa ttp keliatan or no??? tia;1
 binus! fifi comscie alsut ayo peka dong gua diem diem suka ama lu buka hati buat orang baru plss;0
 Binus! galau .. jadi dewasa sebegininya ya ;0
 Apakabar binus!an yang nonton coldplay singapore?? wkwk denger bentrok sama uas ya;2
 binus! kalian sering gak sih punya kelompok yang anggotanya pasif dan gak pernah jawab chat kalian? padahal udah dimintain pendapat dan sudah di tag tetep aja gak ada yang mau respon, sender capek banget;0
 binus! Aku barusan dari ssc utk cari info lebih lanjut tentang tambahan undangan graduation, lalu kata orang sscnya mereka ga akan sediakan tambahan undangan dan bilang semacam kita ga sediakan, jadi nanti masuknya gantian saja, bosen juga di dalem, kita nanti juga ada videonya kok dengan nada yang menurut aku passive aggresive Rasanya kayak diremehin untuk buat special moment of people closest to us being present at one of ours happiest day padahal orang2 yg mau dateng itu keinginan mereka sendiri, dan di surat edaran sudah ada info harganya;0
 Binus! Spill kost an sekitaran binus alsut donk ada yg kosong ga? Mau nyari kos nih;1
 Binus! Yang bunnies mutual ig yuk;2
 binus! kalau sosialisasi dari matkul cb bisa dijadiin cv di LinkedIn ga guys?;1
 binus! sasc buka sampe jam berapa ya?;1
 Halo binus! disini ada yang ngerti business mathematics? pls gw butuh tutor buat uts nanti;1
 struggle! kalian yang kuliah tapi tinggal bareng dirumah sodara gimana rasanya?;1
 Binus! Sampai jadi debu, bisa?;0
 binus! missin high school so bad;0
 binus! Jadi mau ditemani sampai mana? Sampai menjadi yang lebih baik atau sampai ketemu yang lebih baik?;0
 binus! jdi mau ditemenin sampe manaa?? sampe jadi seagama apa sampe dpt yg seagama??;0
 binus! tukang jahit deket binus alsut dmna ya mau ngecilin celana;1
 Binus! Ada yg mau mutualan ig sama sender ga? Akun sender ke suspend gegara paid promote ukm :(, jadi bikin ig baru. Sender b26 psikologi cewe, komen aja usn ig kalian nanti aku follow;2
 binus! info dong yang nemu dompet hitam chequered flag hari sabtu;1
 binus! limit device yg connect ke binus access tuh berapa sih? kok aku cuma 2 doang ya? apakah gabisa ditambah? terus kalo mau logout dari 1 device biar device lain bisa connect gimana caranya? mohon bantuannya suhu ;0
 binus! Ada yang merasa kehilangan kartu paspor BCA platinum? Ketemu hilangnya pas hari kamis di depan main lobby Anggrek Campus, sekarang posisinya di satpam depan LKC ;1
 Apa kenang2 an kalian selama di binus!?;1
 binus! kalo lanyard ilang gimana yaaa ;1
 struggle! lanyard kalo udah rada dangkal kotor gitu bisa bersih lagi gasi? kalo ada yg tau caranya biar bs bersih ampir kaya sebelumnya gitu spill donggg thanks!!;1
 mau deketin dia tapi takut. buat 1 orang binus! di HI, ihacoy yaa heheee;2
 binus! Ac kalian pada panas juga ga? Ruangan gue panas bgt anjirrr;0
 binus! quiz lab itu yang buat aslabnya kan?;1
 binus! textbook udh ke autodebet, tp status di bimob masih unpaid. udah 4 hari ditunggu gak berubah statusnya, kalau masalah gini ngurusnya kemana ya?;1
 Binus! Kalian pernah dpt jadwal KP hari sabtu gak (?) Tapi sabtu nya itu bukan jadwal normal kalian;1
 hari ini upacara di binus! kijang gak ya? Dasi gue ilang;1
 binus! ada yg open joki absen buat hari ini jam 11.20 (preferably yg make kerudung) aku bayar;1
 binus! mau confess kalo dhanief anak HI B25 udah ada pawangnya blm? hehe ;2
 binus! kalian yg di mandala 2 sering ilang paket ga :(;0
 binus! Ntar suka ntar tb ilfill trs ntr suka lagi trs ilfil lagi gtu aja terus;0
 Binus! Cara tau crush gak suka sama kita tuh apa ya? Apakah chat tidak dibaca baca merupakan bentuk dari gak suka? Atau dia emang lagi sibuk? ;0
 Binus! I know sdh pagi tapi kyk masih sedikit speechless krn disuru foto ktp ortu??? Kyk isnt that crossing the line?? Imagine ntr data bocor trus disalahgunakan wkwk;0
 binus! 3D ANJ;2
 binus! ada yang kenal sm anak Hubungan International yang pake kacamata mobilnya jazz putih ngga? kenalin donkk;2
 Btw binus! Kalau udah ikut seminar sertifikatnya masuknya dari mana sih kok aku ikutin seminar, outlook ak tetap ngga ada yg ngirim sertifikat segala macem?;1
 cung yang belum tidur Binus!;2
 binus! dont you realize our bodies could fall apart at any second?;0
 binus! guyss yg suka cosplay anime kasih tau dong sewanya dimana mau nyari kostum halloween nihhthnk uu;2
 binus! tutor punya kakak;1
 binus! buat inisial B, semoga cepet peka ;0
" binus! Bantu jawab soal ini. Kenapa KTP ortu dibutuhin tuh buat verifikasi pihak binus nya, bukan untuk UKM nya. Karena banyak anak2 yang suratnya di ttd bukan oleh ortu, kaya kakak kandung / sodara dsb. Juga bisa buat ngecek apakah anak ini memalsukan ttd ortu nya. Dan apakah ortu nya ini beneran ortu ybs yang datanya akan di crosscheck ke database nya binus. Juga buat ""maksa"" peserta nya buat izin ke ortu juga biar dapet izin ortu";0
 Binus! Tutor naik tj dari binus kmg ke alsut ada ngga?;1
 uts smt ini apa semuanya onsite? binus!;1
 binus! starboy binus keluar dongg;2
 binus! kgn;0
 Binus! Wajar ga ya ldk himpunan minta surat persetujuan dan lampiran ktp ortu?;1
 binus! yuk chatan;2
 Binus! Honest review goodwffls dong guys;2
 binus! kalo wisdom teeth setahun 2x wajar gasi?;1
 Binus! makanan/minuman paling enak dan worth to buy di kantin binals apa guys?;1
 binus! hhehehehehehe ;2
 binus! tes;1
 Binus! Maap bgt ini random but yg namanya Kenneth b27 kmg udh ada cewe blom yaa? ;1
 binus! kakak-kakak yang jurusan SI kalau lagi stress biasanya cara ngatasin nya gimana ?;1
 binus! saya doakan yg lagi ngecrush-in org pd mulus jlnnya, yuk bisa yuk berani melakukan first move :) yg tanya2 status org, ayo tanya sendiri skalian modus elaaah??!!;0
 Binus! Ada yang punya ebook Robbins, Stephen P., Coulter, Mary (2021). Management. New York: Pearson Education Limited gak? ;1
 Suka duka jurusan psikologi binus!;0
 binus! kenapa yah akhir-akhir ini aku birahi kalo liat codingan ?;0
 Binus! Looking for a mutuals AHHH BORING BANGET HIDUP MUTUALAN PLEASE UE UE UE UE UE ;0
 binus! abis uts liburnya berapa bulan ya ?;1
 Binus! Ka iyo b26 anak bvoice dah punya cewe blm? aku cuman nanya doang yaaa nanya doang ko, gamau jdi pelakor soalnya kalo dia dah punya ;1
 binus! ngeselin bgt anjoyyy.. ini ngapa coba, lgsg dpt attention max limit of absent. gelo ;0
 Binus! Ada soal2 uts jurusan bc yg tahun2 lalu? buat belajarr ;1
 di binus! sem 3 keatas tuh malah pada bercircle smua ya pertemanannya? apa malah jadi individualis?;1
 Binus! Ada yg punya soal2 uts jurusan bc?;1
 binus! abis uts liburnya berapa bulan ya ?;1
 binus! beelingua gada sangkut paut apa2 kan sama uts???;1
knp di dunia ini ada gslc;0
 uts binus! emang ngga ada minggu tenang?;1
" binus! sender lagi bingung banget antara stay di kosan apa tinggal bareng sodara aja disatu sisi sender ga betah"" banget di kosan bawaanya pengen kerumah sodara terus. tapi ada pemikiran juga takut ini itu dirumahnya huhu bingung banget";0
" hi binus! minor program itu bisa diambil di sem brp ya? dan apakah wajib utk ambil minor program? trus bisa diliat dmn aja pilihan"" programnyaa? terima kasiiihh";1
 binus! kalo wisdom teeth setahun 2x wajar gasi?;1
 binus! where is humanity? sending prayers for Palestine may they be protected :(;0
 binus! panit rector cup kapan seleksi dll gitu ya kok aku gadapet info ;1
 Binus! Biasanya uts berapa hari sih guyss dan ada uts malem ga??? Mau nonton coldplay;1
 binus! ganteng kagak buaya iya anjing lo ;0
 Binus! Cometz printing yang di depan basement anggrek buka jam berapa ya??;1
 binus! HALO para B25 CompSci yg lagi belajar buat quiz Framework Layer Architecture, ada kah bisa tolong bantu ngajarin ato belajar bareng jg gpp pls thank u ;1
 Binus! Takut salah pilih minor program :( Boleh dong spill pengalaman di minor program;1
 jadi aktivis himpunan binus! kerjaannya ngapain aja sih?;1
 Binus! Apakabar yang UTS Statistic Lab minggu depan.;1
 binus! tugas diforum itu ga dinilai kan?;1
 Binus! Ada boti gasih di sunib? Temen ku minta aku cariin boti mulu di binus masalahnya aku gapunya banyak kenalan disini ;0
